INDIVIDUAL,Lake,SITE,DATE ,COLLECTOR,# of rocks,rock 1,rock 2,rock 3,rock 4,rock 5,EXAMINED BY,DATE EXAMINED,Microscope,MAGNIFICATION,Order,Family,Genus ,SIZE (mm),Notes 
122,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,4,
123,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,5,
124,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,4,
125,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,4,
126,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
127,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
128,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
129,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
130,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
131,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
132,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
133,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
134,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
135,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
136,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
137,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
138,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
139,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
140,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
141,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
142,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,4,
143,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,4,
144,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,4,
145,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
146,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
147,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
148,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
149,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
150,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
151,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
152,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
153,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
154,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
155,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
156,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
157,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
158,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
159,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
160,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
161,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
162,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
163,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
164,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
165,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
166,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
167,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,1,
168,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,1,
169,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,1,
170,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,1,
171,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,1,
172,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,1,
173,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,1,
174,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,1,
175,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,1,
176,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,1,
177,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,1,
178,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
179,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
180,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
181,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
182,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
183,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
184,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
185,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
186,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
187,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
188,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
189,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,4,
190,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,4,
191,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,4,
192,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,4,
193,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,4,
194,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,4,
195,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
196,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
197,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
198,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
199,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
200,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
201,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
202,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,4,
203,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,4,
204,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
205,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
206,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
207,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
208,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
209,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
210,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
211,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
212,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
213,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
214,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
215,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
216,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
217,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
218,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
219,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
220,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
221,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
222,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
223,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
224,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
225,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
226,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
227,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
228,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
229,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
230,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
231,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
232,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
233,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
234,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
235,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
236,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
237,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
238,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
239,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
240,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
241,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
242,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
243,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,4,
244,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
245,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
246,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
247,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
248,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
249,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
250,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,2,
251,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,diptera,chironomidae,NA,3,
1,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,plecoptera,perlodidae,NA,6,
2,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,plecoptera,perlodidae,NA,2,
3,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,plecoptera,perlodidae,NA,3,
4,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,plecoptera,perlodidae,NA,5,
1,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,ephemerop,baetidae ,,12,
2,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,ephemerop,baetidae ,,11,
3,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,ephemerop,baetidae ,,10,
4,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,ephemerop,baetidae ,,8,
5,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,ephemerop,baetidae ,,8,
6,Albion ,Albion_5IN,8/2/18,SY,5,3.5,3.3,0.4,0.5,0.5,SY,8/14/18,SZ51,0.8,ephemerop,baetidae ,,9,
1,GL4,Gl4_1E,8/7/18,SY,5,2,2,2.2,3,2.7,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,4,
2,GL4,Gl4_1E,8/7/18,SY,5,2,2,2.2,3,2.7,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,3,
3,GL4,Gl4_1E,8/7/18,SY,5,2,2,2.2,3,2.7,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,4,
4,GL4,Gl4_1E,8/7/18,SY,5,2,2,2.2,3,2.7,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,2,
5,GL4,Gl4_1E,8/7/18,SY,5,2,2,2.2,3,2.7,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,3,
6,GL4,Gl4_1E,8/7/18,SY,5,2,2,2.2,3,2.7,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,3,
7,GL4,Gl4_1E,8/7/18,SY,5,2,2,2.2,3,2.7,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,3,
1,GL4,Gl4_1E,8/7/18,SY,5,2,2,2.2,3,2.7,SY,8/15/18,SZ51,0.8,diptera,chironomidae,NA,2,
1,GL4,Gl4_1E,8/7/18,SY,5,2,2,2.2,3,2.7,SY,8/15/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
1,GL4,Gl4_1E,8/7/18,SY,5,2,2,2.2,3,2.7,SY,8/15/18,SZ51,0.8,ephemerop,ameletidae,ameletus,6,
1,GL4,Gl4_2E,8/7/18,SY,5,2,1.5,1.9,1.5,2.2,SY,8/15/18,SZ51,0.8,ephemerop,ameletidae,ameletus,12,
1,GL4,Gl4_2E,8/7/18,SY,5,2,1.5,1.9,1.5,2.2,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,8,
2,GL4,Gl4_2E,8/7/18,SY,5,2,1.5,1.9,1.5,2.2,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,3,
3,GL4,Gl4_2E,8/7/18,SY,5,2,1.5,1.9,1.5,2.2,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,3,
4,GL4,Gl4_2E,8/7/18,SY,5,2,1.5,1.9,1.5,2.2,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,2.5,
5,GL4,Gl4_2E,8/7/18,SY,5,2,1.5,1.9,1.5,2.2,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,12,
6,GL4,Gl4_2E,8/7/18,SY,5,2,1.5,1.9,1.5,2.2,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,3,
7,GL4,Gl4_2E,8/7/18,SY,5,2,1.5,1.9,1.5,2.2,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,3,
8,GL4,Gl4_2E,8/7/18,SY,5,2,1.5,1.9,1.5,2.2,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,3,
9,GL4,Gl4_2E,8/7/18,SY,5,2,1.5,1.9,1.5,2.2,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,3.5,
10,GL4,Gl4_2E,8/7/18,SY,5,2,1.5,1.9,1.5,2.2,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,2.5,
11,GL4,Gl4_2E,8/7/18,SY,5,2,1.5,1.9,1.5,2.2,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,2,
12,GL4,Gl4_2E,8/7/18,SY,5,2,1.5,1.9,1.5,2.2,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,3,
13,GL4,Gl4_2E,8/7/18,SY,5,2,1.5,1.9,1.5,2.2,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,3,
14,GL4,Gl4_2E,8/7/18,SY,5,2,1.5,1.9,1.5,2.2,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,14,
15,GL4,Gl4_2E,8/7/18,SY,5,2,1.5,1.9,1.5,2.2,SY,8/15/18,SZ51,0.8,trichop,apataniidae,apatania,2,
1,GL4,Gl4_3IN,8/7/18,SY,5,2,1.8,2,1.8,1.7,SY,8/15/18,SZ51,0.8,diptera,chironomidae,NA,7,
2,GL4,Gl4_3IN,8/7/18,SY,5,2,1.8,2,1.8,1.7,SY,8/15/18,SZ51,0.8,diptera,chironomidae,NA,6,
3,GL4,Gl4_3IN,8/7/18,SY,5,2,1.8,2,1.8,1.7,SY,8/15/18,SZ51,0.8,diptera,chironomidae,NA,3,
4,GL4,Gl4_3IN,8/7/18,SY,5,2,1.8,2,1.8,1.7,SY,8/15/18,SZ51,0.8,diptera,chironomidae,NA,4,
5,GL4,Gl4_3IN,8/7/18,SY,5,2,1.8,2,1.8,1.7,SY,8/15/18,SZ51,0.8,diptera,chironomidae,NA,4,
6,GL4,Gl4_3IN,8/7/18,SY,5,2,1.8,2,1.8,1.7,SY,8/15/18,SZ51,0.8,diptera,chironomidae,NA,3,
7,GL4,Gl4_3IN,8/7/18,SY,5,2,1.8,2,1.8,1.7,SY,8/15/18,SZ51,0.8,diptera,chironomidae,NA,5,
8,GL4,Gl4_3IN,8/7/18,SY,5,2,1.8,2,1.8,1.7,SY,8/15/18,SZ51,0.8,diptera,chironomidae,NA,6,
